CA High School,Calculation1,City,County,Measure Names,Measure Values
SACRED HEART CATHEDRAL PREP,SACRED HEART CATHEDRAL PREP053005,San Francisco,San Francisco,Enrollees,42
SACRED HEART CATHEDRAL PREP,SACRED HEART CATHEDRAL PREP053005,San Francisco,San Francisco,Admits,91
SACRED HEART CATHEDRAL PREP,SACRED HEART CATHEDRAL PREP053005,San Francisco,San Francisco,Applicants,156
SACRED HEART HIGH SCHOOL,SACRED HEART HIGH SCHOOL051760,Los Angeles,Los Angeles,Enrollees,6
SACRED HEART HIGH SCHOOL,SACRED HEART HIGH SCHOOL051760,Los Angeles,Los Angeles,Admits,11
SACRED HEART HIGH SCHOOL,SACRED HEART HIGH SCHOOL051760,Los Angeles,Los Angeles,Applicants,24
SACRED HEART PREPARATORY SCH,SACRED HEART PREPARATORY SCH051955,Atherton,San Mateo,Enrollees,12
SACRED HEART PREPARATORY SCH,SACRED HEART PREPARATORY SCH051955,Atherton,San Mateo,Admits,54
SACRED HEART PREPARATORY SCH,SACRED HEART PREPARATORY SCH051955,Atherton,San Mateo,Applicants,73
SADDLEBACK CHRISTIAN ACADEMY,SADDLEBACK CHRISTIAN ACADEMY052007,Mission Viejo,Orange,Enrollees,
SADDLEBACK CHRISTIAN ACADEMY,SADDLEBACK CHRISTIAN ACADEMY052007,Mission Viejo,Orange,Admits,3
SADDLEBACK CHRISTIAN ACADEMY,SADDLEBACK CHRISTIAN ACADEMY052007,Mission Viejo,Orange,Applicants,6
SADDLEBACK HIGH SCHOOL,SADDLEBACK HIGH SCHOOL053242,Santa Ana,Orange,Enrollees,9
SADDLEBACK HIGH SCHOOL,SADDLEBACK HIGH SCHOOL053242,Santa Ana,Orange,Admits,25
SADDLEBACK HIGH SCHOOL,SADDLEBACK HIGH SCHOOL053242,Santa Ana,Orange,Applicants,43
SADDLEBACK VALLEY CHRSTN SCH,SADDLEBACK VALLEY CHRSTN SCH053144,San Juan Capistrano,Orange,Enrollees,8
SADDLEBACK VALLEY CHRSTN SCH,SADDLEBACK VALLEY CHRSTN SCH053144,San Juan Capistrano,Orange,Admits,11
SADDLEBACK VALLEY CHRSTN SCH,SADDLEBACK VALLEY CHRSTN SCH053144,San Juan Capistrano,Orange,Applicants,22
SAGE HILL SCHOOL,SAGE HILL SCHOOL052124,Newport Coast,Orange,Enrollees,7
SAGE HILL SCHOOL,SAGE HILL SCHOOL052124,Newport Coast,Orange,Admits,42
SAGE HILL SCHOOL,SAGE HILL SCHOOL052124,Newport Coast,Orange,Applicants,64
SAINT ANTHONY HIGH SCHOOL,SAINT ANTHONY HIGH SCHOOL051500,Long Beach,Los Angeles,Enrollees,9
SAINT ANTHONY HIGH SCHOOL,SAINT ANTHONY HIGH SCHOOL051500,Long Beach,Los Angeles,Admits,16
SAINT ANTHONY HIGH SCHOOL,SAINT ANTHONY HIGH SCHOOL051500,Long Beach,Los Angeles,Applicants,28
SAINT AUGUSTINE HIGH SCHOOL,SAINT AUGUSTINE HIGH SCHOOL052880,San Diego,San Diego,Enrollees,11
SAINT AUGUSTINE HIGH SCHOOL,SAINT AUGUSTINE HIGH SCHOOL052880,San Diego,San Diego,Admits,25
SAINT AUGUSTINE HIGH SCHOOL,SAINT AUGUSTINE HIGH SCHOOL052880,San Diego,San Diego,Applicants,62
SAINT BERNARD HIGH SCHOOL,SAINT BERNARD HIGH SCHOOL052487,Playa Del Rey,Los Angeles,Enrollees,13
SAINT BERNARD HIGH SCHOOL,SAINT BERNARD HIGH SCHOOL052487,Playa Del Rey,Los Angeles,Admits,16
SAINT BERNARD HIGH SCHOOL,SAINT BERNARD HIGH SCHOOL052487,Playa Del Rey,Los Angeles,Applicants,36
SAINT BONAVENTURE HIGH SCHOOL,SAINT BONAVENTURE HIGH SCHOOL053650,Ventura,Ventura,Enrollees,10
SAINT BONAVENTURE HIGH SCHOOL,SAINT BONAVENTURE HIGH SCHOOL053650,Ventura,Ventura,Admits,18
SAINT BONAVENTURE HIGH SCHOOL,SAINT BONAVENTURE HIGH SCHOOL053650,Ventura,Ventura,Applicants,35
SAINT ELIZABETH HIGH SCHOOL,SAINT ELIZABETH HIGH SCHOOL052235,Oakland,Alameda,Enrollees,
SAINT ELIZABETH HIGH SCHOOL,SAINT ELIZABETH HIGH SCHOOL052235,Oakland,Alameda,Admits,5
SAINT ELIZABETH HIGH SCHOOL,SAINT ELIZABETH HIGH SCHOOL052235,Oakland,Alameda,Applicants,11
SAINT FRANCIS CNTRL COAST CATH,SAINT FRANCIS CNTRL COAST CATH053716,Watsonville,Santa Cruz,Enrollees,
SAINT FRANCIS CNTRL COAST CATH,SAINT FRANCIS CNTRL COAST CATH053716,Watsonville,Santa Cruz,Admits,7
SAINT FRANCIS CNTRL COAST CATH,SAINT FRANCIS CNTRL COAST CATH053716,Watsonville,Santa Cruz,Applicants,15
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL051311,La Canada,Los Angeles,Enrollees,18
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL051311,La Canada,Los Angeles,Admits,47
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL051311,La Canada,Los Angeles,Applicants,73
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052077,Mountain View,Santa Clara,Enrollees,64
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052077,Mountain View,Santa Clara,Admits,169
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052077,Mountain View,Santa Clara,Applicants,255
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052698,Sacramento,Sacramento,Enrollees,33
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052698,Sacramento,Sacramento,Admits,79
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052698,Sacramento,Sacramento,Applicants,120
SAINT GENEVIEVE HIGH SCHOOL,SAINT GENEVIEVE HIGH SCHOOL053631,Panorama City,Los Angeles,Enrollees,12
SAINT GENEVIEVE HIGH SCHOOL,SAINT GENEVIEVE HIGH SCHOOL053631,Panorama City,Los Angeles,Admits,25
SAINT GENEVIEVE HIGH SCHOOL,SAINT GENEVIEVE HIGH SCHOOL053631,Panorama City,Los Angeles,Applicants,65
SAINT HELENA HIGH SCHOOL,SAINT HELENA HIGH SCHOOL052740,Saint Helena,Napa,Enrollees,10
SAINT HELENA HIGH SCHOOL,SAINT HELENA HIGH SCHOOL052740,Saint Helena,Napa,Admits,11
SAINT HELENA HIGH SCHOOL,SAINT HELENA HIGH SCHOOL052740,Saint Helena,Napa,Applicants,30
SAINT IGNATIUS COLLEGE PREP SC,SAINT IGNATIUS COLLEGE PREP SC053010,San Francisco,San Francisco,Enrollees,55
SAINT IGNATIUS COLLEGE PREP SC,SAINT IGNATIUS COLLEGE PREP SC053010,San Francisco,San Francisco,Admits,155
SAINT IGNATIUS COLLEGE PREP SC,SAINT IGNATIUS COLLEGE PREP SC053010,San Francisco,San Francisco,Applicants,239
SAINT JOHN BOSCO HIGH SCHOOL,SAINT JOHN BOSCO HIGH SCHOOL050260,Bellflower,Los Angeles,Enrollees,14
SAINT JOHN BOSCO HIGH SCHOOL,SAINT JOHN BOSCO HIGH SCHOOL050260,Bellflower,Los Angeles,Admits,23
SAINT JOHN BOSCO HIGH SCHOOL,SAINT JOHN BOSCO HIGH SCHOOL050260,Bellflower,Los Angeles,Applicants,50
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL051349,Lakewood,Los Angeles,Enrollees,13
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL051349,Lakewood,Los Angeles,Admits,33
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL051349,Lakewood,Los Angeles,Applicants,71
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL053304,Santa Maria,Santa Barbara,Enrollees,15
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL053304,Santa Maria,Santa Barbara,Admits,24
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL053304,Santa Maria,Santa Barbara,Applicants,40
SAINT JOSEPH-NOTRE DAME HS,SAINT JOSEPH-NOTRE DAME HS050020,Alameda,Alameda,Enrollees,14
SAINT JOSEPH-NOTRE DAME HS,SAINT JOSEPH-NOTRE DAME HS050020,Alameda,Alameda,Admits,30
SAINT JOSEPH-NOTRE DAME HS,SAINT JOSEPH-NOTRE DAME HS050020,Alameda,Alameda,Applicants,50
SAINT LAWRENCE ACADEMY,SAINT LAWRENCE ACADEMY053277,Santa Clara,Santa Clara,Enrollees,
SAINT LAWRENCE ACADEMY,SAINT LAWRENCE ACADEMY053277,Santa Clara,Santa Clara,Admits,10
SAINT LAWRENCE ACADEMY,SAINT LAWRENCE ACADEMY053277,Santa Clara,Santa Clara,Applicants,17
SAINT LUCYS PRIORY HIGH SCHOOL,SAINT LUCYS PRIORY HIGH SCHOOL051075,Glendora,Los Angeles,Enrollees,22
SAINT LUCYS PRIORY HIGH SCHOOL,SAINT LUCYS PRIORY HIGH SCHOOL051075,Glendora,Los Angeles,Admits,49
SAINT LUCYS PRIORY HIGH SCHOOL,SAINT LUCYS PRIORY HIGH SCHOOL051075,Glendora,Los Angeles,Applicants,72
SAINT MARGARETS EPISCOPAL SCH,SAINT MARGARETS EPISCOPAL SCH053112,San Juan Capistrano,Orange,Enrollees,10
SAINT MARGARETS EPISCOPAL SCH,SAINT MARGARETS EPISCOPAL SCH053112,San Juan Capistrano,Orange,Admits,26
SAINT MARGARETS EPISCOPAL SCH,SAINT MARGARETS EPISCOPAL SCH053112,San Juan Capistrano,Orange,Applicants,52
SAINT MARYS ACADEMY,SAINT MARYS ACADEMY051780,Inglewood,Los Angeles,Enrollees,10
SAINT MARYS ACADEMY,SAINT MARYS ACADEMY051780,Inglewood,Los Angeles,Admits,17
SAINT MARYS ACADEMY,SAINT MARYS ACADEMY051780,Inglewood,Los Angeles,Applicants,27
SAINT MARYS COLLEGE HS,SAINT MARYS COLLEGE HS050310,Berkeley,Alameda,Enrollees,30
SAINT MARYS COLLEGE HS,SAINT MARYS COLLEGE HS050310,Berkeley,Alameda,Admits,69
SAINT MARYS COLLEGE HS,SAINT MARYS COLLEGE HS050310,Berkeley,Alameda,Applicants,98
SAINT MARYS HIGH SCHOOL,SAINT MARYS HIGH SCHOOL053435,Stockton,San Joaquin,Enrollees,19
SAINT MARYS HIGH SCHOOL,SAINT MARYS HIGH SCHOOL053435,Stockton,San Joaquin,Admits,44
SAINT MARYS HIGH SCHOOL,SAINT MARYS HIGH SCHOOL053435,Stockton,San Joaquin,Applicants,81
SAINT MICHAELS PREP SCHOOL,SAINT MICHAELS PREP SCHOOL052273,Silverado,Orange,Enrollees,
SAINT MICHAELS PREP SCHOOL,SAINT MICHAELS PREP SCHOOL052273,Silverado,Orange,Admits,5
SAINT MICHAELS PREP SCHOOL,SAINT MICHAELS PREP SCHOOL052273,Silverado,Orange,Applicants,5
SAINT MONICA CATHOLIC HS,SAINT MONICA CATHOLIC HS053310,Santa Monica,Los Angeles,Enrollees,17
SAINT MONICA CATHOLIC HS,SAINT MONICA CATHOLIC HS053310,Santa Monica,Los Angeles,Admits,35
SAINT MONICA CATHOLIC HS,SAINT MONICA CATHOLIC HS053310,Santa Monica,Los Angeles,Applicants,50
SAINT PATRICK-SAINT VINCENT HS,SAINT PATRICK-SAINT VINCENT HS053604,Vallejo,Solano,Enrollees,14
SAINT PATRICK-SAINT VINCENT HS,SAINT PATRICK-SAINT VINCENT HS053604,Vallejo,Solano,Admits,22
SAINT PATRICK-SAINT VINCENT HS,SAINT PATRICK-SAINT VINCENT HS053604,Vallejo,Solano,Applicants,30
SAINT PAUL HIGH SCHOOL,SAINT PAUL HIGH SCHOOL053761,Santa Fe Springs,Los Angeles,Enrollees,9
SAINT PAUL HIGH SCHOOL,SAINT PAUL HIGH SCHOOL053761,Santa Fe Springs,Los Angeles,Admits,14
SAINT PAUL HIGH SCHOOL,SAINT PAUL HIGH SCHOOL053761,Santa Fe Springs,Los Angeles,Applicants,25
SAINT PIUS X-ST MATTHIAS ACDMY,SAINT PIUS X-ST MATTHIAS ACDMY051232,Downey,Los Angeles,Enrollees,3
SAINT PIUS X-ST MATTHIAS ACDMY,SAINT PIUS X-ST MATTHIAS ACDMY051232,Downey,Los Angeles,Admits,6
SAINT PIUS X-ST MATTHIAS ACDMY,SAINT PIUS X-ST MATTHIAS ACDMY051232,Downey,Los Angeles,Applicants,10
SAINT VINCENT HIGH SCHOOL,SAINT VINCENT HIGH SCHOOL052455,Petaluma,Sonoma,Enrollees,
SAINT VINCENT HIGH SCHOOL,SAINT VINCENT HIGH SCHOOL052455,Petaluma,Sonoma,Admits,13
SAINT VINCENT HIGH SCHOOL,SAINT VINCENT HIGH SCHOOL052455,Petaluma,Sonoma,Applicants,29
SALESIAN HIGH SCHOOL,SALESIAN HIGH SCHOOL052637,Richmond,Contra Costa,Enrollees,17
SALESIAN HIGH SCHOOL,SALESIAN HIGH SCHOOL052637,Richmond,Contra Costa,Admits,26
SALESIAN HIGH SCHOOL,SALESIAN HIGH SCHOOL052637,Richmond,Contra Costa,Applicants,34
SALINAS HIGH SCHOOL,SALINAS HIGH SCHOOL052755,Salinas,Monterey,Enrollees,27
SALINAS HIGH SCHOOL,SALINAS HIGH SCHOOL052755,Salinas,Monterey,Admits,42
SALINAS HIGH SCHOOL,SALINAS HIGH SCHOOL052755,Salinas,Monterey,Applicants,72
SAMUEL F B MORSE HIGH SCHOOL,SAMUEL F B MORSE HIGH SCHOOL052881,San Diego,San Diego,Enrollees,28
SAMUEL F B MORSE HIGH SCHOOL,SAMUEL F B MORSE HIGH SCHOOL052881,San Diego,San Diego,Admits,40
SAMUEL F B MORSE HIGH SCHOOL,SAMUEL F B MORSE HIGH SCHOOL052881,San Diego,San Diego,Applicants,81
SAN BENITO HIGH SCHOOL,SAN BENITO HIGH SCHOOL051180,Hollister,San Benito,Enrollees,28
SAN BENITO HIGH SCHOOL,SAN BENITO HIGH SCHOOL051180,Hollister,San Benito,Admits,45
SAN BENITO HIGH SCHOOL,SAN BENITO HIGH SCHOOL051180,Hollister,San Benito,Applicants,58
SAN BERNARDINO HIGH SCHOOL,SAN BERNARDINO HIGH SCHOOL052797,San Bernardino,San Bernardino,Enrollees,13
SAN BERNARDINO HIGH SCHOOL,SAN BERNARDINO HIGH SCHOOL052797,San Bernardino,San Bernardino,Admits,31
SAN BERNARDINO HIGH SCHOOL,SAN BERNARDINO HIGH SCHOOL052797,San Bernardino,San Bernardino,Applicants,53
SAN CLEMENTE HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL052814,San Clemente,Orange,Enrollees,40
SAN CLEMENTE HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL052814,San Clemente,Orange,Admits,88
SAN CLEMENTE HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL052814,San Clemente,Orange,Applicants,147
SAN DIEGO BUSINESS HIGH SCHOOL,SAN DIEGO BUSINESS HIGH SCHOOL053209,San Diego,San Diego,Enrollees,7
SAN DIEGO BUSINESS HIGH SCHOOL,SAN DIEGO BUSINESS HIGH SCHOOL053209,San Diego,San Diego,Admits,11
SAN DIEGO BUSINESS HIGH SCHOOL,SAN DIEGO BUSINESS HIGH SCHOOL053209,San Diego,San Diego,Applicants,18
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE054281,San Diego,San Diego,Enrollees,
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE054281,San Diego,San Diego,Admits,3
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE054281,San Diego,San Diego,Applicants,8
SAN DIEGO HIGH SCHOOL,SAN DIEGO HIGH SCHOOL052885,San Diego,San Diego,Enrollees,6
SAN DIEGO HIGH SCHOOL,SAN DIEGO HIGH SCHOOL052885,San Diego,San Diego,Admits,12
SAN DIEGO HIGH SCHOOL,SAN DIEGO HIGH SCHOOL052885,San Diego,San Diego,Applicants,16
SAN DIEGO HS OF BUISNESS,SAN DIEGO HS OF BUISNESS053901,San Diego,San Diego,Enrollees,
SAN DIEGO HS OF BUISNESS,SAN DIEGO HS OF BUISNESS053901,San Diego,San Diego,Admits,
SAN DIEGO HS OF BUISNESS,SAN DIEGO HS OF BUISNESS053901,San Diego,San Diego,Applicants,6
SAN DIEGO INTL STUDIES,SAN DIEGO INTL STUDIES053907,San Diego,San Diego,Enrollees,26
SAN DIEGO INTL STUDIES,SAN DIEGO INTL STUDIES053907,San Diego,San Diego,Admits,44
SAN DIEGO INTL STUDIES,SAN DIEGO INTL STUDIES053907,San Diego,San Diego,Applicants,60
SAN DIEGO JEWISH ACADEMY,SAN DIEGO JEWISH ACADEMY052946,San Diego,San Diego,Enrollees,6
SAN DIEGO JEWISH ACADEMY,SAN DIEGO JEWISH ACADEMY052946,San Diego,San Diego,Admits,16
SAN DIEGO JEWISH ACADEMY,SAN DIEGO JEWISH ACADEMY052946,San Diego,San Diego,Applicants,21
SAN DIEGO MET,SAN DIEGO MET053909,San Diego,San Diego,Enrollees,5
SAN DIEGO MET,SAN DIEGO MET053909,San Diego,San Diego,Admits,12
SAN DIEGO MET,SAN DIEGO MET053909,San Diego,San Diego,Applicants,21
SAN DIEGO SCIENCE & TECHNOLOGY,SAN DIEGO SCIENCE & TECHNOLOGY053903,San Diego,San Diego,Enrollees,8
SAN DIEGO SCIENCE & TECHNOLOGY,SAN DIEGO SCIENCE & TECHNOLOGY053903,San Diego,San Diego,Admits,9
SAN DIEGO SCIENCE & TECHNOLOGY,SAN DIEGO SCIENCE & TECHNOLOGY053903,San Diego,San Diego,Applicants,18
SAN DIEGO SCPA,SAN DIEGO SCPA052869,San Diego,San Diego,Enrollees,10
SAN DIEGO SCPA,SAN DIEGO SCPA052869,San Diego,San Diego,Admits,18
SAN DIEGO SCPA,SAN DIEGO SCPA052869,San Diego,San Diego,Applicants,50
SAN DIEGUITO ACADEMY,SAN DIEGUITO ACADEMY050865,Encinitas,San Diego,Enrollees,71
SAN DIEGUITO ACADEMY,SAN DIEGUITO ACADEMY050865,Encinitas,San Diego,Admits,141
SAN DIEGUITO ACADEMY,SAN DIEGUITO ACADEMY050865,Encinitas,San Diego,Applicants,198
SAN DIMAS HIGH SCHOOL,SAN DIMAS HIGH SCHOOL052894,San Dimas,Los Angeles,Enrollees,20
SAN DIMAS HIGH SCHOOL,SAN DIMAS HIGH SCHOOL052894,San Dimas,Los Angeles,Admits,28
SAN DIMAS HIGH SCHOOL,SAN DIMAS HIGH SCHOOL052894,San Dimas,Los Angeles,Applicants,42
SAN DOMENICO UPPER SCHOOL,SAN DOMENICO UPPER SCHOOL053205,San Anselmo,Marin,Enrollees,6
SAN DOMENICO UPPER SCHOOL,SAN DOMENICO UPPER SCHOOL053205,San Anselmo,Marin,Admits,13
SAN DOMENICO UPPER SCHOOL,SAN DOMENICO UPPER SCHOOL053205,San Anselmo,Marin,Applicants,18
SAN FERNANDO HIGH SCHOOL,SAN FERNANDO HIGH SCHOOL052905,San Fernando,Los Angeles,Enrollees,42
SAN FERNANDO HIGH SCHOOL,SAN FERNANDO HIGH SCHOOL052905,San Fernando,Los Angeles,Admits,61
SAN FERNANDO HIGH SCHOOL,SAN FERNANDO HIGH SCHOOL052905,San Fernando,Los Angeles,Applicants,127
SAN FRANCISCO CHRISTIAN SCHOOL,SAN FRANCISCO CHRISTIAN SCHOOL053038,San Francisco,San Francisco,Enrollees,
SAN FRANCISCO CHRISTIAN SCHOOL,SAN FRANCISCO CHRISTIAN SCHOOL053038,San Francisco,San Francisco,Admits,
SAN FRANCISCO CHRISTIAN SCHOOL,SAN FRANCISCO CHRISTIAN SCHOOL053038,San Francisco,San Francisco,Applicants,6
SAN FRANCISCO FLEX ACADEMY,SAN FRANCISCO FLEX ACADEMY054448,San Francisco,San Francisco,Enrollees,
SAN FRANCISCO FLEX ACADEMY,SAN FRANCISCO FLEX ACADEMY054448,San Francisco,San Francisco,Admits,4
SAN FRANCISCO FLEX ACADEMY,SAN FRANCISCO FLEX ACADEMY054448,San Francisco,San Francisco,Applicants,6
SAN FRANCISCO INTERNATIONAL HS,SAN FRANCISCO INTERNATIONAL HS054515,San Francisco,San Francisco,Enrollees,11
SAN FRANCISCO INTERNATIONAL HS,SAN FRANCISCO INTERNATIONAL HS054515,San Francisco,San Francisco,Admits,20
SAN FRANCISCO INTERNATIONAL HS,SAN FRANCISCO INTERNATIONAL HS054515,San Francisco,San Francisco,Applicants,41
SAN FRANCISCO UNIVERSITY HS,SAN FRANCISCO UNIVERSITY HS053039,San Francisco,San Francisco,Enrollees,
SAN FRANCISCO UNIVERSITY HS,SAN FRANCISCO UNIVERSITY HS053039,San Francisco,San Francisco,Admits,44
SAN FRANCISCO UNIVERSITY HS,SAN FRANCISCO UNIVERSITY HS053039,San Francisco,San Francisco,Applicants,61
SAN FRANCISCO WALDORF HS,SAN FRANCISCO WALDORF HS053027,San Francisco,San Francisco,Enrollees,
SAN FRANCISCO WALDORF HS,SAN FRANCISCO WALDORF HS053027,San Francisco,San Francisco,Admits,5
SAN FRANCISCO WALDORF HS,SAN FRANCISCO WALDORF HS053027,San Francisco,San Francisco,Applicants,10
SAN GABRIEL ACADEMY,SAN GABRIEL ACADEMY053054,San Gabriel,Los Angeles,Enrollees,3
SAN GABRIEL ACADEMY,SAN GABRIEL ACADEMY053054,San Gabriel,Los Angeles,Admits,10
SAN GABRIEL ACADEMY,SAN GABRIEL ACADEMY053054,San Gabriel,Los Angeles,Applicants,23
SAN GABRIEL HIGH SCHOOL,SAN GABRIEL HIGH SCHOOL053055,San Gabriel,Los Angeles,Enrollees,74
SAN GABRIEL HIGH SCHOOL,SAN GABRIEL HIGH SCHOOL053055,San Gabriel,Los Angeles,Admits,124
SAN GABRIEL HIGH SCHOOL,SAN GABRIEL HIGH SCHOOL053055,San Gabriel,Los Angeles,Applicants,184
SAN GABRIEL MISSION HIGH SCH,SAN GABRIEL MISSION HIGH SCH053061,San Gabriel,Los Angeles,Enrollees,8
SAN GABRIEL MISSION HIGH SCH,SAN GABRIEL MISSION HIGH SCH053061,San Gabriel,Los Angeles,Admits,10
SAN GABRIEL MISSION HIGH SCH,SAN GABRIEL MISSION HIGH SCH053061,San Gabriel,Los Angeles,Applicants,19
SAN GORGONIO HIGH SCHOOL,SAN GORGONIO HIGH SCHOOL052798,San Bernardino,San Bernardino,Enrollees,29
SAN GORGONIO HIGH SCHOOL,SAN GORGONIO HIGH SCHOOL052798,San Bernardino,San Bernardino,Admits,51
SAN GORGONIO HIGH SCHOOL,SAN GORGONIO HIGH SCHOOL052798,San Bernardino,San Bernardino,Applicants,82
SAN JACINTO HIGH SCHOOL,SAN JACINTO HIGH SCHOOL053070,San Jacinto,Riverside,Enrollees,23
SAN JACINTO HIGH SCHOOL,SAN JACINTO HIGH SCHOOL053070,San Jacinto,Riverside,Admits,34
SAN JACINTO HIGH SCHOOL,SAN JACINTO HIGH SCHOOL053070,San Jacinto,Riverside,Applicants,75
SAN JOAQUIN MEMORIAL HS,SAN JOAQUIN MEMORIAL HS050990,Fresno,Fresno,Enrollees,17
SAN JOAQUIN MEMORIAL HS,SAN JOAQUIN MEMORIAL HS050990,Fresno,Fresno,Admits,32
SAN JOAQUIN MEMORIAL HS,SAN JOAQUIN MEMORIAL HS050990,Fresno,Fresno,Applicants,48
SAN JOSE HIGH SCHOOL,SAN JOSE HIGH SCHOOL053098,San Jose,Santa Clara,Enrollees,26
SAN JOSE HIGH SCHOOL,SAN JOSE HIGH SCHOOL053098,San Jose,Santa Clara,Admits,48
SAN JOSE HIGH SCHOOL,SAN JOSE HIGH SCHOOL053098,San Jose,Santa Clara,Applicants,63
SAN JUAN HIGH SCHOOL,SAN JUAN HIGH SCHOOL050582,Citrus Heights,Sacramento,Enrollees,6
SAN JUAN HIGH SCHOOL,SAN JUAN HIGH SCHOOL050582,Citrus Heights,Sacramento,Admits,9
SAN JUAN HIGH SCHOOL,SAN JUAN HIGH SCHOOL050582,Citrus Heights,Sacramento,Applicants,14
SAN JUAN HILLS HIGH SCHOOL,SAN JUAN HILLS HIGH SCHOOL054181,San Juan Capistrano,Orange,Enrollees,23
SAN JUAN HILLS HIGH SCHOOL,SAN JUAN HILLS HIGH SCHOOL054181,San Juan Capistrano,Orange,Admits,52
SAN JUAN HILLS HIGH SCHOOL,SAN JUAN HILLS HIGH SCHOOL054181,San Juan Capistrano,Orange,Applicants,89
SAN LEANDRO HIGH SCHOOL,SAN LEANDRO HIGH SCHOOL053120,San Leandro,Alameda,Enrollees,63
SAN LEANDRO HIGH SCHOOL,SAN LEANDRO HIGH SCHOOL053120,San Leandro,Alameda,Admits,102
SAN LEANDRO HIGH SCHOOL,SAN LEANDRO HIGH SCHOOL053120,San Leandro,Alameda,Applicants,160
SAN LORENZO HIGH SCHOOL,SAN LORENZO HIGH SCHOOL053130,San Lorenzo,Alameda,Enrollees,26
SAN LORENZO HIGH SCHOOL,SAN LORENZO HIGH SCHOOL053130,San Lorenzo,Alameda,Admits,41
SAN LORENZO HIGH SCHOOL,SAN LORENZO HIGH SCHOOL053130,San Lorenzo,Alameda,Applicants,68
SAN LORENZO VALLEY HIGH SCHOOL,SAN LORENZO VALLEY HIGH SCHOOL050927,Felton,Santa Cruz,Enrollees,6
SAN LORENZO VALLEY HIGH SCHOOL,SAN LORENZO VALLEY HIGH SCHOOL050927,Felton,Santa Cruz,Admits,17
SAN LORENZO VALLEY HIGH SCHOOL,SAN LORENZO VALLEY HIGH SCHOOL050927,Felton,Santa Cruz,Applicants,31
SAN LUIS OBISPO HIGH SCHOOL,SAN LUIS OBISPO HIGH SCHOOL053145,San Luis Obispo,San Luis Obispo,Enrollees,34
SAN LUIS OBISPO HIGH SCHOOL,SAN LUIS OBISPO HIGH SCHOOL053145,San Luis Obispo,San Luis Obispo,Admits,80
SAN LUIS OBISPO HIGH SCHOOL,SAN LUIS OBISPO HIGH SCHOOL053145,San Luis Obispo,San Luis Obispo,Applicants,109
SAN MARCOS HIGH SCHOOL,SAN MARCOS HIGH SCHOOL050883,San Marcos,San Diego,Enrollees,47
SAN MARCOS HIGH SCHOOL,SAN MARCOS HIGH SCHOOL050883,San Marcos,San Diego,Admits,82
SAN MARCOS HIGH SCHOOL,SAN MARCOS HIGH SCHOOL050883,San Marcos,San Diego,Applicants,126
SAN MARCOS HIGH SCHOOL,SAN MARCOS HIGH SCHOOL053272,Santa Barbara,Santa Barbara,Enrollees,49
SAN MARCOS HIGH SCHOOL,SAN MARCOS HIGH SCHOOL053272,Santa Barbara,Santa Barbara,Admits,84
SAN MARCOS HIGH SCHOOL,SAN MARCOS HIGH SCHOOL053272,Santa Barbara,Santa Barbara,Applicants,109
SAN MARIN HIGH SCHOOL,SAN MARIN HIGH SCHOOL052172,Novato,Marin,Enrollees,12
SAN MARIN HIGH SCHOOL,SAN MARIN HIGH SCHOOL052172,Novato,Marin,Admits,33
SAN MARIN HIGH SCHOOL,SAN MARIN HIGH SCHOOL052172,Novato,Marin,Applicants,50
SAN MARINO HIGH SCHOOL,SAN MARINO HIGH SCHOOL053158,San Marino,Los Angeles,Enrollees,65
SAN MARINO HIGH SCHOOL,SAN MARINO HIGH SCHOOL053158,San Marino,Los Angeles,Admits,150
SAN MARINO HIGH SCHOOL,SAN MARINO HIGH SCHOOL053158,San Marino,Los Angeles,Applicants,183
