CA High School,Calculation1,City,County,Measure Names,Measure Values
CRITICAL DESIGN AND GAMING SCH,CRITICAL DESIGN AND GAMING SCH054632,Los Angeles,Los Angeles,Enrollees,
CRITICAL DESIGN AND GAMING SCH,CRITICAL DESIGN AND GAMING SCH054632,Los Angeles,Los Angeles,Admits,
CRITICAL DESIGN AND GAMING SCH,CRITICAL DESIGN AND GAMING SCH054632,Los Angeles,Los Angeles,Applicants,5
CROSSROADS SCHOOL,CROSSROADS SCHOOL053307,Santa Monica,Los Angeles,Enrollees,10
CROSSROADS SCHOOL,CROSSROADS SCHOOL053307,Santa Monica,Los Angeles,Admits,37
CROSSROADS SCHOOL,CROSSROADS SCHOOL053307,Santa Monica,Los Angeles,Applicants,59
CRYSTAL SPRINGS UPLANDS SCH,CRYSTAL SPRINGS UPLANDS SCH051173,Hillsborough,San Mateo,Enrollees,6
CRYSTAL SPRINGS UPLANDS SCH,CRYSTAL SPRINGS UPLANDS SCH051173,Hillsborough,San Mateo,Admits,28
CRYSTAL SPRINGS UPLANDS SCH,CRYSTAL SPRINGS UPLANDS SCH051173,Hillsborough,San Mateo,Applicants,44
CULVER CITY HIGH SCHOOL,CULVER CITY HIGH SCHOOL050715,Culver City,Los Angeles,Enrollees,46
CULVER CITY HIGH SCHOOL,CULVER CITY HIGH SCHOOL050715,Culver City,Los Angeles,Admits,88
CULVER CITY HIGH SCHOOL,CULVER CITY HIGH SCHOOL050715,Culver City,Los Angeles,Applicants,148
CUPERTINO HIGH SCHOOL,CUPERTINO HIGH SCHOOL050718,Cupertino,Santa Clara,Enrollees,103
CUPERTINO HIGH SCHOOL,CUPERTINO HIGH SCHOOL050718,Cupertino,Santa Clara,Admits,189
CUPERTINO HIGH SCHOOL,CUPERTINO HIGH SCHOOL050718,Cupertino,Santa Clara,Applicants,252
CYPRESS HIGH SCHOOL,CYPRESS HIGH SCHOOL050714,Cypress,Orange,Enrollees,66
CYPRESS HIGH SCHOOL,CYPRESS HIGH SCHOOL050714,Cypress,Orange,Admits,119
CYPRESS HIGH SCHOOL,CYPRESS HIGH SCHOOL050714,Cypress,Orange,Applicants,189
DA VINCI CHARTER ACADEMY,DA VINCI CHARTER ACADEMY051082,Davis,Yolo,Enrollees,7
DA VINCI CHARTER ACADEMY,DA VINCI CHARTER ACADEMY051082,Davis,Yolo,Admits,23
DA VINCI CHARTER ACADEMY,DA VINCI CHARTER ACADEMY051082,Davis,Yolo,Applicants,30
DA VINCI DESIGN HIGH SCHOOL,DA VINCI DESIGN HIGH SCHOOL051216,Hawthorne,Los Angeles,Enrollees,11
DA VINCI DESIGN HIGH SCHOOL,DA VINCI DESIGN HIGH SCHOOL051216,Hawthorne,Los Angeles,Admits,17
DA VINCI DESIGN HIGH SCHOOL,DA VINCI DESIGN HIGH SCHOOL051216,Hawthorne,Los Angeles,Applicants,31
DA VINCI SCIENCE HIGH SCHOOL,DA VINCI SCIENCE HIGH SCHOOL054378,Hawthorne,Los Angeles,Enrollees,16
DA VINCI SCIENCE HIGH SCHOOL,DA VINCI SCIENCE HIGH SCHOOL054378,Hawthorne,Los Angeles,Admits,26
DA VINCI SCIENCE HIGH SCHOOL,DA VINCI SCIENCE HIGH SCHOOL054378,Hawthorne,Los Angeles,Applicants,41
DAMIEN HIGH SCHOOL,DAMIEN HIGH SCHOOL052502,La Verne,Los Angeles,Enrollees,25
DAMIEN HIGH SCHOOL,DAMIEN HIGH SCHOOL052502,La Verne,Los Angeles,Admits,57
DAMIEN HIGH SCHOOL,DAMIEN HIGH SCHOOL052502,La Verne,Los Angeles,Applicants,83
DANA HILLS HIGH SCHOOL,DANA HILLS HIGH SCHOOL050729,Dana Point,Orange,Enrollees,82
DANA HILLS HIGH SCHOOL,DANA HILLS HIGH SCHOOL050729,Dana Point,Orange,Admits,135
DANA HILLS HIGH SCHOOL,DANA HILLS HIGH SCHOOL050729,Dana Point,Orange,Applicants,194
DANIEL PEARL MAGNET HIGH SCHL,DANIEL PEARL MAGNET HIGH SCHL054368,Van Nuys,Los Angeles,Enrollees,5
DANIEL PEARL MAGNET HIGH SCHL,DANIEL PEARL MAGNET HIGH SCHL054368,Van Nuys,Los Angeles,Admits,11
DANIEL PEARL MAGNET HIGH SCHL,DANIEL PEARL MAGNET HIGH SCHL054368,Van Nuys,Los Angeles,Applicants,18
DAV STARR JORDAN HIGH SCHOOL,DAV STARR JORDAN HIGH SCHOOL051465,Long Beach,Los Angeles,Enrollees,20
DAV STARR JORDAN HIGH SCHOOL,DAV STARR JORDAN HIGH SCHOOL051465,Long Beach,Los Angeles,Admits,39
DAV STARR JORDAN HIGH SCHOOL,DAV STARR JORDAN HIGH SCHOOL051465,Long Beach,Los Angeles,Applicants,86
DAVID STARR JORDAN HS,DAVID STARR JORDAN HS051575,Los Angeles,Los Angeles,Enrollees,6
DAVID STARR JORDAN HS,DAVID STARR JORDAN HS051575,Los Angeles,Los Angeles,Admits,8
DAVID STARR JORDAN HS,DAVID STARR JORDAN HS051575,Los Angeles,Los Angeles,Applicants,21
DAVIS SENIOR HIGH SCHOOL,DAVIS SENIOR HIGH SCHOOL050730,Davis,Yolo,Enrollees,96
DAVIS SENIOR HIGH SCHOOL,DAVIS SENIOR HIGH SCHOOL050730,Davis,Yolo,Admits,185
DAVIS SENIOR HIGH SCHOOL,DAVIS SENIOR HIGH SCHOOL050730,Davis,Yolo,Applicants,261
DE ANZA HIGH SCHOOL,DE ANZA HIGH SCHOOL052625,Richmond,Contra Costa,Enrollees,11
DE ANZA HIGH SCHOOL,DE ANZA HIGH SCHOOL052625,Richmond,Contra Costa,Admits,17
DE ANZA HIGH SCHOOL,DE ANZA HIGH SCHOOL052625,Richmond,Contra Costa,Applicants,30
DE LA SALLE HIGH SCHOOL,DE LA SALLE HIGH SCHOOL050662,Concord,Contra Costa,Enrollees,22
DE LA SALLE HIGH SCHOOL,DE LA SALLE HIGH SCHOOL050662,Concord,Contra Costa,Admits,52
DE LA SALLE HIGH SCHOOL,DE LA SALLE HIGH SCHOOL050662,Concord,Contra Costa,Applicants,86
DEER VALLEY HIGH SCHOOL,DEER VALLEY HIGH SCHOOL050109,Antioch,Contra Costa,Enrollees,34
DEER VALLEY HIGH SCHOOL,DEER VALLEY HIGH SCHOOL050109,Antioch,Contra Costa,Admits,49
DEER VALLEY HIGH SCHOOL,DEER VALLEY HIGH SCHOOL050109,Antioch,Contra Costa,Applicants,89
DEL CAMPO HIGH SCHOOL,DEL CAMPO HIGH SCHOOL050915,Fair Oaks,Sacramento,Enrollees,25
DEL CAMPO HIGH SCHOOL,DEL CAMPO HIGH SCHOOL050915,Fair Oaks,Sacramento,Admits,42
DEL CAMPO HIGH SCHOOL,DEL CAMPO HIGH SCHOOL050915,Fair Oaks,Sacramento,Applicants,65
DEL MAR HIGH SCHOOL,DEL MAR HIGH SCHOOL053083,San Jose,Santa Clara,Enrollees,8
DEL MAR HIGH SCHOOL,DEL MAR HIGH SCHOOL053083,San Jose,Santa Clara,Admits,20
DEL MAR HIGH SCHOOL,DEL MAR HIGH SCHOOL053083,San Jose,Santa Clara,Applicants,35
DEL NORTE COUNTY HIGH SCHOOL,DEL NORTE COUNTY HIGH SCHOOL050705,Crescent City,Del Norte,Enrollees,
DEL NORTE COUNTY HIGH SCHOOL,DEL NORTE COUNTY HIGH SCHOOL050705,Crescent City,Del Norte,Admits,4
DEL NORTE COUNTY HIGH SCHOOL,DEL NORTE COUNTY HIGH SCHOOL050705,Crescent City,Del Norte,Applicants,8
DEL NORTE HIGH SCHOOL,DEL NORTE HIGH SCHOOL054351,San Diego,San Diego,Enrollees,58
DEL NORTE HIGH SCHOOL,DEL NORTE HIGH SCHOOL054351,San Diego,San Diego,Admits,112
DEL NORTE HIGH SCHOOL,DEL NORTE HIGH SCHOOL054351,San Diego,San Diego,Applicants,155
DEL ORO HIGH SCHOOL,DEL ORO HIGH SCHOOL051507,Loomis,Placer,Enrollees,33
DEL ORO HIGH SCHOOL,DEL ORO HIGH SCHOOL051507,Loomis,Placer,Admits,56
DEL ORO HIGH SCHOOL,DEL ORO HIGH SCHOOL051507,Loomis,Placer,Applicants,90
DELANO HIGH SCHOOL,DELANO HIGH SCHOOL050735,Delano,Kern,Enrollees,15
DELANO HIGH SCHOOL,DELANO HIGH SCHOOL050735,Delano,Kern,Admits,31
DELANO HIGH SCHOOL,DELANO HIGH SCHOOL050735,Delano,Kern,Applicants,42
DELHI HIGH SCHOOL,DELHI HIGH SCHOOL052017,Delhi,Merced,Enrollees,19
DELHI HIGH SCHOOL,DELHI HIGH SCHOOL052017,Delhi,Merced,Admits,23
DELHI HIGH SCHOOL,DELHI HIGH SCHOOL052017,Delhi,Merced,Applicants,30
DELTA HIGH SCHOOL,DELTA HIGH SCHOOL050605,Clarksburg,Yolo,Enrollees,5
DELTA HIGH SCHOOL,DELTA HIGH SCHOOL050605,Clarksburg,Yolo,Admits,7
DELTA HIGH SCHOOL,DELTA HIGH SCHOOL050605,Clarksburg,Yolo,Applicants,9
DENAIR HIGH SCHOOL,DENAIR HIGH SCHOOL050745,Denair,Stanislaus,Enrollees,5
DENAIR HIGH SCHOOL,DENAIR HIGH SCHOOL050745,Denair,Stanislaus,Admits,6
DENAIR HIGH SCHOOL,DENAIR HIGH SCHOOL050745,Denair,Stanislaus,Applicants,9
DESERT CHRISTIAN ACADEMY,DESERT CHRISTIAN ACADEMY052316,Bermuda Dunes,Riverside,Enrollees,
DESERT CHRISTIAN ACADEMY,DESERT CHRISTIAN ACADEMY052316,Bermuda Dunes,Riverside,Admits,4
DESERT CHRISTIAN ACADEMY,DESERT CHRISTIAN ACADEMY052316,Bermuda Dunes,Riverside,Applicants,5
DESERT CHRISTIAN HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL051389,Lancaster,Los Angeles,Enrollees,6
DESERT CHRISTIAN HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL051389,Lancaster,Los Angeles,Admits,7
DESERT CHRISTIAN HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL051389,Lancaster,Los Angeles,Applicants,11
DESERT HIGH SCHOOL,DESERT HIGH SCHOOL050800,Edwards,Kern,Enrollees,5
DESERT HIGH SCHOOL,DESERT HIGH SCHOOL050800,Edwards,Kern,Admits,7
DESERT HIGH SCHOOL,DESERT HIGH SCHOOL050800,Edwards,Kern,Applicants,12
DESERT HOT SPRINGS HS,DESERT HOT SPRINGS HS050334,Desert Hot Springs,Riverside,Enrollees,12
DESERT HOT SPRINGS HS,DESERT HOT SPRINGS HS050334,Desert Hot Springs,Riverside,Admits,25
DESERT HOT SPRINGS HS,DESERT HOT SPRINGS HS050334,Desert Hot Springs,Riverside,Applicants,45
DESERT MIRAGE HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL054013,Thermal,Riverside,Enrollees,37
DESERT MIRAGE HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL054013,Thermal,Riverside,Admits,46
DESERT MIRAGE HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL054013,Thermal,Riverside,Applicants,83
DESIGN SCIENCE HIGH SCHOOL,DESIGN SCIENCE HIGH SCHOOL054003,Fresno,Fresno,Enrollees,12
DESIGN SCIENCE HIGH SCHOOL,DESIGN SCIENCE HIGH SCHOOL054003,Fresno,Fresno,Admits,19
DESIGN SCIENCE HIGH SCHOOL,DESIGN SCIENCE HIGH SCHOOL054003,Fresno,Fresno,Applicants,25
DEVELOPING VIRTUE SEC SCHOOL,DEVELOPING VIRTUE SEC SCHOOL053483,Talmage,Mendocino,Enrollees,7
DEVELOPING VIRTUE SEC SCHOOL,DEVELOPING VIRTUE SEC SCHOOL053483,Talmage,Mendocino,Admits,8
DEVELOPING VIRTUE SEC SCHOOL,DEVELOPING VIRTUE SEC SCHOOL053483,Talmage,Mendocino,Applicants,9
DIAMOND BAR HIGH SCHOOL,DIAMOND BAR HIGH SCHOOL050748,Diamond Bar,Los Angeles,Enrollees,221
DIAMOND BAR HIGH SCHOOL,DIAMOND BAR HIGH SCHOOL050748,Diamond Bar,Los Angeles,Admits,351
DIAMOND BAR HIGH SCHOOL,DIAMOND BAR HIGH SCHOOL050748,Diamond Bar,Los Angeles,Applicants,467
DIAMOND RANCH HIGH SCHOOL,DIAMOND RANCH HIGH SCHOOL052516,Pomona,Los Angeles,Enrollees,58
DIAMOND RANCH HIGH SCHOOL,DIAMOND RANCH HIGH SCHOOL052516,Pomona,Los Angeles,Admits,86
DIAMOND RANCH HIGH SCHOOL,DIAMOND RANCH HIGH SCHOOL052516,Pomona,Los Angeles,Applicants,133
DIEGO RIVERA COMM/TECH SCHOOL,DIEGO RIVERA COMM/TECH SCHOOL054544,Los Angeles,Los Angeles,Enrollees,
DIEGO RIVERA COMM/TECH SCHOOL,DIEGO RIVERA COMM/TECH SCHOOL054544,Los Angeles,Los Angeles,Admits,
DIEGO RIVERA COMM/TECH SCHOOL,DIEGO RIVERA COMM/TECH SCHOOL054544,Los Angeles,Los Angeles,Applicants,5
DINUBA HIGH SCHOOL,DINUBA HIGH SCHOOL050750,Dinuba,Tulare,Enrollees,15
DINUBA HIGH SCHOOL,DINUBA HIGH SCHOOL050750,Dinuba,Tulare,Admits,34
DINUBA HIGH SCHOOL,DINUBA HIGH SCHOOL050750,Dinuba,Tulare,Applicants,49
DISCOVERY CHARTER PREP SCHOOL,DISCOVERY CHARTER PREP SCHOOL052489,Pacoima,Los Angeles,Enrollees,6
DISCOVERY CHARTER PREP SCHOOL,DISCOVERY CHARTER PREP SCHOOL052489,Pacoima,Los Angeles,Admits,9
DISCOVERY CHARTER PREP SCHOOL,DISCOVERY CHARTER PREP SCHOOL052489,Pacoima,Los Angeles,Applicants,10
DIXON HIGH SCHOOL,DIXON HIGH SCHOOL050755,Dixon,Solano,Enrollees,12
DIXON HIGH SCHOOL,DIXON HIGH SCHOOL050755,Dixon,Solano,Admits,25
DIXON HIGH SCHOOL,DIXON HIGH SCHOOL050755,Dixon,Solano,Applicants,42
DOMINGUEZ SENIOR HIGH SCHOOL,DOMINGUEZ SENIOR HIGH SCHOOL050652,Compton,Los Angeles,Enrollees,19
DOMINGUEZ SENIOR HIGH SCHOOL,DOMINGUEZ SENIOR HIGH SCHOOL050652,Compton,Los Angeles,Admits,34
DOMINGUEZ SENIOR HIGH SCHOOL,DOMINGUEZ SENIOR HIGH SCHOOL050652,Compton,Los Angeles,Applicants,56
DON ANTONIO LUGO HIGH SCHOOL,DON ANTONIO LUGO HIGH SCHOOL050566,Chino,San Bernardino,Enrollees,18
DON ANTONIO LUGO HIGH SCHOOL,DON ANTONIO LUGO HIGH SCHOOL050566,Chino,San Bernardino,Admits,31
DON ANTONIO LUGO HIGH SCHOOL,DON ANTONIO LUGO HIGH SCHOOL050566,Chino,San Bernardino,Applicants,55
DON BOSCO TECHNICAL INSTITUTE,DON BOSCO TECHNICAL INSTITUTE053053,Rosemead,Los Angeles,Enrollees,11
DON BOSCO TECHNICAL INSTITUTE,DON BOSCO TECHNICAL INSTITUTE053053,Rosemead,Los Angeles,Admits,21
DON BOSCO TECHNICAL INSTITUTE,DON BOSCO TECHNICAL INSTITUTE053053,Rosemead,Los Angeles,Applicants,41
DOS PALOS HIGH SCHOOL,DOS PALOS HIGH SCHOOL050765,Dos Palos,Merced,Enrollees,6
DOS PALOS HIGH SCHOOL,DOS PALOS HIGH SCHOOL050765,Dos Palos,Merced,Admits,15
DOS PALOS HIGH SCHOOL,DOS PALOS HIGH SCHOOL050765,Dos Palos,Merced,Applicants,17
DOS PUEBLOS HIGH SCHOOL,DOS PUEBLOS HIGH SCHOOL053252,Goleta,Santa Barbara,Enrollees,74
DOS PUEBLOS HIGH SCHOOL,DOS PUEBLOS HIGH SCHOOL053252,Goleta,Santa Barbara,Admits,145
DOS PUEBLOS HIGH SCHOOL,DOS PUEBLOS HIGH SCHOOL053252,Goleta,Santa Barbara,Applicants,205
DOUGHERTY VALLEY HIGH SCHOOL,DOUGHERTY VALLEY HIGH SCHOOL053218,San Ramon,Contra Costa,Enrollees,150
DOUGHERTY VALLEY HIGH SCHOOL,DOUGHERTY VALLEY HIGH SCHOOL053218,San Ramon,Contra Costa,Admits,250
DOUGHERTY VALLEY HIGH SCHOOL,DOUGHERTY VALLEY HIGH SCHOOL053218,San Ramon,Contra Costa,Applicants,316
DOWNEY HIGH SCHOOL,DOWNEY HIGH SCHOOL050770,Downey,Los Angeles,Enrollees,42
DOWNEY HIGH SCHOOL,DOWNEY HIGH SCHOOL050770,Downey,Los Angeles,Admits,80
DOWNEY HIGH SCHOOL,DOWNEY HIGH SCHOOL050770,Downey,Los Angeles,Applicants,158
DOWNTOWN COLLEGE PREP,DOWNTOWN COLLEGE PREP053164,San Jose,Santa Clara,Enrollees,12
DOWNTOWN COLLEGE PREP,DOWNTOWN COLLEGE PREP053164,San Jose,Santa Clara,Admits,18
DOWNTOWN COLLEGE PREP,DOWNTOWN COLLEGE PREP053164,San Jose,Santa Clara,Applicants,34
DOWNTOWN MAGNETS HIGH SCHOOL,DOWNTOWN MAGNETS HIGH SCHOOL051576,Los Angeles,Los Angeles,Enrollees,41
DOWNTOWN MAGNETS HIGH SCHOOL,DOWNTOWN MAGNETS HIGH SCHOOL051576,Los Angeles,Los Angeles,Admits,59
DOWNTOWN MAGNETS HIGH SCHOOL,DOWNTOWN MAGNETS HIGH SCHOOL051576,Los Angeles,Los Angeles,Applicants,95
DOZIER-LIBBEY MEDICAL HIGH SCH,DOZIER-LIBBEY MEDICAL HIGH SCH054355,Antioch,Contra Costa,Enrollees,11
DOZIER-LIBBEY MEDICAL HIGH SCH,DOZIER-LIBBEY MEDICAL HIGH SCH054355,Antioch,Contra Costa,Admits,24
DOZIER-LIBBEY MEDICAL HIGH SCH,DOZIER-LIBBEY MEDICAL HIGH SCH054355,Antioch,Contra Costa,Applicants,28
DR TJ OWENS GILROY EARLY COLG,DR TJ OWENS GILROY EARLY COLG051228,Gilroy,Santa Clara,Enrollees,14
DR TJ OWENS GILROY EARLY COLG,DR TJ OWENS GILROY EARLY COLG051228,Gilroy,Santa Clara,Admits,25
DR TJ OWENS GILROY EARLY COLG,DR TJ OWENS GILROY EARLY COLG051228,Gilroy,Santa Clara,Applicants,40
DREW SCHOOL,DREW SCHOOL052940,San Francisco,San Francisco,Enrollees,4
DREW SCHOOL,DREW SCHOOL052940,San Francisco,San Francisco,Admits,25
DREW SCHOOL,DREW SCHOOL052940,San Francisco,San Francisco,Applicants,36
DUARTE HIGH SCHOOL,DUARTE HIGH SCHOOL050783,Duarte,Los Angeles,Enrollees,13
DUARTE HIGH SCHOOL,DUARTE HIGH SCHOOL050783,Duarte,Los Angeles,Admits,19
DUARTE HIGH SCHOOL,DUARTE HIGH SCHOOL050783,Duarte,Los Angeles,Applicants,37
DUBLIN HIGH SCHOOL,DUBLIN HIGH SCHOOL050784,Dublin,Alameda,Enrollees,37
DUBLIN HIGH SCHOOL,DUBLIN HIGH SCHOOL050784,Dublin,Alameda,Admits,77
DUBLIN HIGH SCHOOL,DUBLIN HIGH SCHOOL050784,Dublin,Alameda,Applicants,136
DUNCAN POLYTECHNICAL HS,DUNCAN POLYTECHNICAL HS050997,Fresno,Fresno,Enrollees,7
DUNCAN POLYTECHNICAL HS,DUNCAN POLYTECHNICAL HS050997,Fresno,Fresno,Admits,8
DUNCAN POLYTECHNICAL HS,DUNCAN POLYTECHNICAL HS050997,Fresno,Fresno,Applicants,16
DUNN SCHOOL,DUNN SCHOOL051863,Los Olivos,Santa Barbara,Enrollees,6
DUNN SCHOOL,DUNN SCHOOL051863,Los Olivos,Santa Barbara,Admits,10
DUNN SCHOOL,DUNN SCHOOL051863,Los Olivos,Santa Barbara,Applicants,23
DURHAM HIGH SCHOOL,DURHAM HIGH SCHOOL050790,Durham,Butte,Enrollees,
DURHAM HIGH SCHOOL,DURHAM HIGH SCHOOL050790,Durham,Butte,Admits,4
DURHAM HIGH SCHOOL,DURHAM HIGH SCHOOL050790,Durham,Butte,Applicants,5
EAGLE ROCK HIGH SCHOOL,EAGLE ROCK HIGH SCHOOL051580,Los Angeles,Los Angeles,Enrollees,37
EAGLE ROCK HIGH SCHOOL,EAGLE ROCK HIGH SCHOOL051580,Los Angeles,Los Angeles,Admits,62
EAGLE ROCK HIGH SCHOOL,EAGLE ROCK HIGH SCHOOL051580,Los Angeles,Los Angeles,Applicants,105
EARLY COLLEGE HIGH SCHOOL,EARLY COLLEGE HIGH SCHOOL050404,Costa Mesa,Orange,Enrollees,15
EARLY COLLEGE HIGH SCHOOL,EARLY COLLEGE HIGH SCHOOL050404,Costa Mesa,Orange,Admits,28
EARLY COLLEGE HIGH SCHOOL,EARLY COLLEGE HIGH SCHOOL050404,Costa Mesa,Orange,Applicants,38
EAST BAKERSFIELD HIGH SCHOOL,EAST BAKERSFIELD HIGH SCHOOL050210,Bakersfield,Kern,Enrollees,22
EAST BAKERSFIELD HIGH SCHOOL,EAST BAKERSFIELD HIGH SCHOOL050210,Bakersfield,Kern,Admits,30
EAST BAKERSFIELD HIGH SCHOOL,EAST BAKERSFIELD HIGH SCHOOL050210,Bakersfield,Kern,Applicants,43
EAST BAY ARTS,EAST BAY ARTS054105,Hayward,Alameda,Enrollees,
EAST BAY ARTS,EAST BAY ARTS054105,Hayward,Alameda,Admits,3
EAST BAY ARTS,EAST BAY ARTS054105,Hayward,Alameda,Applicants,10
EAST LA PERFORMING ARTS MAGNET,EAST LA PERFORMING ARTS MAGNET054452,Los Angeles,Los Angeles,Enrollees,5
EAST LA PERFORMING ARTS MAGNET,EAST LA PERFORMING ARTS MAGNET054452,Los Angeles,Los Angeles,Admits,11
EAST LA PERFORMING ARTS MAGNET,EAST LA PERFORMING ARTS MAGNET054452,Los Angeles,Los Angeles,Applicants,19
EAST LA RENAISSANCE ACADEMY,EAST LA RENAISSANCE ACADEMY054450,Los Angeles,Los Angeles,Enrollees,5
EAST LA RENAISSANCE ACADEMY,EAST LA RENAISSANCE ACADEMY054450,Los Angeles,Los Angeles,Admits,5
EAST LA RENAISSANCE ACADEMY,EAST LA RENAISSANCE ACADEMY054450,Los Angeles,Los Angeles,Applicants,18
EAST NICOLAUS HIGH SCHOOL,EAST NICOLAUS HIGH SCHOOL050795,Trowbridge,Sutter,Enrollees,
EAST NICOLAUS HIGH SCHOOL,EAST NICOLAUS HIGH SCHOOL050795,Trowbridge,Sutter,Admits,
EAST NICOLAUS HIGH SCHOOL,EAST NICOLAUS HIGH SCHOOL050795,Trowbridge,Sutter,Applicants,7
EAST PALO ALTO ACADEMY,EAST PALO ALTO ACADEMY052022,Menlo Park,San Mateo,Enrollees,4
EAST PALO ALTO ACADEMY,EAST PALO ALTO ACADEMY052022,Menlo Park,San Mateo,Admits,11
EAST PALO ALTO ACADEMY,EAST PALO ALTO ACADEMY052022,Menlo Park,San Mateo,Applicants,21
EAST PALO ALTO PHOENIX ACAD,EAST PALO ALTO PHOENIX ACAD054257,East Palo Alto,San Mateo,Enrollees,5
EAST PALO ALTO PHOENIX ACAD,EAST PALO ALTO PHOENIX ACAD054257,East Palo Alto,San Mateo,Admits,6
EAST PALO ALTO PHOENIX ACAD,EAST PALO ALTO PHOENIX ACAD054257,East Palo Alto,San Mateo,Applicants,8
EAST UNION HIGH SCHOOL,EAST UNION HIGH SCHOOL051899,Manteca,San Joaquin,Enrollees,9
EAST UNION HIGH SCHOOL,EAST UNION HIGH SCHOOL051899,Manteca,San Joaquin,Admits,12
EAST UNION HIGH SCHOOL,EAST UNION HIGH SCHOOL051899,Manteca,San Joaquin,Applicants,20
EAST VALLEY HIGH SCHOOL,EAST VALLEY HIGH SCHOOL054082,North Hollywood,Los Angeles,Enrollees,8
EAST VALLEY HIGH SCHOOL,EAST VALLEY HIGH SCHOOL054082,North Hollywood,Los Angeles,Admits,13
EAST VALLEY HIGH SCHOOL,EAST VALLEY HIGH SCHOOL054082,North Hollywood,Los Angeles,Applicants,27
EASTLAKE HIGH SCHOOL,EASTLAKE HIGH SCHOOL050579,Chula Vista,San Diego,Enrollees,48
EASTLAKE HIGH SCHOOL,EASTLAKE HIGH SCHOOL050579,Chula Vista,San Diego,Admits,95
EASTLAKE HIGH SCHOOL,EASTLAKE HIGH SCHOOL050579,Chula Vista,San Diego,Applicants,183
EASTSIDE CHRISTIAN HIGH SCHOOL,EASTSIDE CHRISTIAN HIGH SCHOOL050086,Fullerton,Orange,Enrollees,
EASTSIDE CHRISTIAN HIGH SCHOOL,EASTSIDE CHRISTIAN HIGH SCHOOL050086,Fullerton,Orange,Admits,3
EASTSIDE CHRISTIAN HIGH SCHOOL,EASTSIDE CHRISTIAN HIGH SCHOOL050086,Fullerton,Orange,Applicants,5
EASTSIDE COLLEGE PREP SCHOOL,EASTSIDE COLLEGE PREP SCHOOL050791,East Palo Alto,San Mateo,Enrollees,16
EASTSIDE COLLEGE PREP SCHOOL,EASTSIDE COLLEGE PREP SCHOOL050791,East Palo Alto,San Mateo,Admits,37
EASTSIDE COLLEGE PREP SCHOOL,EASTSIDE COLLEGE PREP SCHOOL050791,East Palo Alto,San Mateo,Applicants,41
EASTSIDE HIGH SCHOOL,EASTSIDE HIGH SCHOOL054060,Lancaster,Los Angeles,Enrollees,29
EASTSIDE HIGH SCHOOL,EASTSIDE HIGH SCHOOL054060,Lancaster,Los Angeles,Admits,39
EASTSIDE HIGH SCHOOL,EASTSIDE HIGH SCHOOL054060,Lancaster,Los Angeles,Applicants,76
EDGEWOOD HIGH SCHOOL,EDGEWOOD HIGH SCHOOL054481,West Covina,Los Angeles,Enrollees,15
EDGEWOOD HIGH SCHOOL,EDGEWOOD HIGH SCHOOL054481,West Covina,Los Angeles,Admits,24
EDGEWOOD HIGH SCHOOL,EDGEWOOD HIGH SCHOOL054481,West Covina,Los Angeles,Applicants,44
EDISON HIGH SCHOOL,EDISON HIGH SCHOOL050980,Fresno,Fresno,Enrollees,27
EDISON HIGH SCHOOL,EDISON HIGH SCHOOL050980,Fresno,Fresno,Admits,74
EDISON HIGH SCHOOL,EDISON HIGH SCHOOL050980,Fresno,Fresno,Applicants,118
EDISON HIGH SCHOOL,EDISON HIGH SCHOOL051218,Huntington Beach,Orange,Enrollees,52
EDISON HIGH SCHOOL,EDISON HIGH SCHOOL051218,Huntington Beach,Orange,Admits,86
EDISON HIGH SCHOOL,EDISON HIGH SCHOOL051218,Huntington Beach,Orange,Applicants,134
EDISON SENIOR HIGH SCHOOL,EDISON SENIOR HIGH SCHOOL053420,Stockton,San Joaquin,Enrollees,9
EDISON SENIOR HIGH SCHOOL,EDISON SENIOR HIGH SCHOOL053420,Stockton,San Joaquin,Admits,20
EDISON SENIOR HIGH SCHOOL,EDISON SENIOR HIGH SCHOOL053420,Stockton,San Joaquin,Applicants,36
EDWARD R ROYBAL LEARNING CNTR,EDWARD R ROYBAL LEARNING CNTR051862,Los Angeles,Los Angeles,Enrollees,38
EDWARD R ROYBAL LEARNING CNTR,EDWARD R ROYBAL LEARNING CNTR051862,Los Angeles,Los Angeles,Admits,59
EDWARD R ROYBAL LEARNING CNTR,EDWARD R ROYBAL LEARNING CNTR051862,Los Angeles,Los Angeles,Applicants,84
EISENHOWER HIGH SCHOOL,EISENHOWER HIGH SCHOOL052622,Rialto,San Bernardino,Enrollees,16
EISENHOWER HIGH SCHOOL,EISENHOWER HIGH SCHOOL052622,Rialto,San Bernardino,Admits,26
EISENHOWER HIGH SCHOOL,EISENHOWER HIGH SCHOOL052622,Rialto,San Bernardino,Applicants,39
EL CAJON VALLEY HIGH SCHOOL,EL CAJON VALLEY HIGH SCHOOL050805,El Cajon,San Diego,Enrollees,13
